z1,100,oa,0.0,0.8993255498953816,0.9998453144372499,0.8417051080059669,0.9358233325526367,40.29
z1,100,oa,0.25,0.8982801096782326,0.9995951175058133,0.8426935450159548,0.938306242972098,35.53
z1,100,oa,0.5,0.8425578810223449,1.0001651582215318,0.8419630674187017,0.9297006077042052,41.09
z1,100,oa,0.75,0.8434961576756543,1.0000168352359091,0.841763259019936,0.928435759233066,39.71
z1,100,oa,1.0,0.8413566521283073,1.0000574091357801,0.8424930584779611,0.9316064938818331,38.53
z1,100,oa,5.0,0.7879961180186171,0.999992698755553,0.8427778944633502,0.8621251870276709,48.49
z1,100,oa,10.0,0.7151943449441909,0.9999719213207002,0.8410055438868226,0.8075332497317252,51.76
z1,100,oa,15.0,0.6871471485286622,0.9999764129562952,0.8420625264462726,0.7618195208615575,63.82
z1,100,oa,20.0,0.6786265718381259,0.999996694238237,0.8415344764686755,0.7401257731946818,62.84
z1,500,oa,0.0,0.9220867748287829,0.9995904650262963,0.8438145202154859,0.9150384019274714,110.66
z1,500,oa,0.25,0.885815271080095,0.9995379601094996,0.8432460197715366,0.8852809338680668,114.39
z1,500,oa,0.5,0.8628312339753473,1.0000354640085245,0.8426927955077659,0.8606164145337662,113.0
z1,500,oa,0.75,0.8759887220280475,1.000247366384435,0.8437853491563965,0.8319849928388695,114.05
z1,500,oa,1.0,0.8763468627693495,1.000376996037417,0.8447311722143431,0.8323991016637413,118.66
z1,500,oa,5.0,0.60366706243605,1.0000606891153077,0.8429230983539872,0.7346702333200613,142.1
z1,500,oa,10.0,0.6213191471461115,0.9999747154947685,0.8438186568593367,0.6957451665348847,170.05
z1,500,oa,15.0,0.6142953063087476,0.9999842480280463,0.8434371568260686,0.6775983535270496,198.06
z1,500,oa,20.0,0.6213173092442791,1.0000095916498077,0.8433036873717468,0.669853006574776,209.25
z1,1000,oa,0.0,0.9341587617462734,0.9998989926777304,0.8422526272951348,0.9016665135875204,167.58
z1,1000,oa,0.25,0.8730143149397444,1.000174067851016,0.8443668979738821,0.8522267819836062,170.47
z1,1000,oa,0.5,0.773064347955904,1.0004337104374954,0.8429926173624207,0.8190908697579772,175.55
z1,1000,oa,0.75,0.7312893654398267,1.0001011876781865,0.8421174838602985,0.7797108023011233,181.97
z1,1000,oa,1.0,0.6717079286008782,0.9998489255341613,0.8428946809469156,0.7817528885135127,185.2
z1,1000,oa,5.0,0.6135260322989756,1.0000090832219908,0.8444394378961912,0.7023576409296821,239.19
z1,1000,oa,10.0,0.6131319783324105,1.0000162824654237,0.843442536745247,0.6787781694995894,274.24
z1,1000,oa,15.0,0.6382404440449327,0.9999970966781878,0.8434204711353793,0.6521477103585279,308.36
z1,1000,oa,20.0,0.6471794460006146,0.9999833506300998,0.8438350441792292,0.6434008409005968,345.55
z1,5000,oa,0.0,0.9465514256956233,0.9995601988161671,0.8414643794880777,0.8891355830101274,428.45
z1,5000,oa,0.25,0.6788032400531426,1.0001324858794378,0.8416670959200071,0.7598547804256357,454.27
z1,5000,oa,0.5,0.6822934094645261,0.9999517962130817,0.8426039222309385,0.7359371704325723,474.76
z1,5000,oa,0.75,0.6681694206341874,0.9999807651711603,0.8420531402782662,0.722173177123744,499.52
z1,5000,oa,1.0,0.6048381194728223,1.0000115383320916,0.8435075473970628,0.7117142175103609,506.41
z1,5000,oa,5.0,0.6276249305932219,0.9999912593857664,0.8420661516332809,0.662107507228053,639.07
z1,5000,oa,10.0,0.6584319090024598,1.0000066030049235,0.84182152391506,0.6308813407046814,785.9
z1,5000,oa,15.0,0.6709023543207769,0.9999875336521735,0.8431962602826275,0.6201017677737876,883.72
z1,5000,oa,20.0,0.6833289904053197,0.9999925073978183,0.8424667712371567,0.6082676441671275,999.32
z1,10000,oa,0.0,0.9489710828719541,0.9998058709867421,0.8414107611560895,0.8865166625614828,615.1
z1,10000,oa,0.25,0.6087704973992293,0.9999465725023683,0.8406288640991518,0.707322565495408,669.69
z1,10000,oa,0.5,0.5955631059468764,0.9998983253368837,0.8403573150703083,0.6961600659848197,691.55
z1,10000,oa,0.75,0.6018663648333892,0.9999827858915986,0.8399575284847335,0.6885179053840775,714.55
z1,10000,oa,1.0,0.6067925082974552,1.0000002485108626,0.8414848063706148,0.6842740976677493,744.36
1,10000,oa,5.0,0.6499934423282799,0.999976711319873,0.8418413567881813,0.6391630668557918,990.65
1,10000,oa,10.0,0.6735453596043023,1.0000045468551866,0.8399332643750265,0.6152620323890483,1175.9
1,10000,oa,15.0,0.6866068165922152,0.9999846766129492,0.8429466542285086,0.6057124963120321,1356.49
1,10000,oa,20.0,0.6965908486022957,0.9999921705462843,0.841120765074518,0.5957276250048147,1521.45
1,100,ia,0.0,0.8996555207933558,0.9997303012697778,0.8421563602088821,0.9359741712133947,37.75
1,100,ia,0.25,0.8985804467164872,1.0000759753209851,0.8415681284325729,0.9365379838068655,37.25
1,100,ia,0.5,0.7866576039700962,0.9998049893023563,0.8424050893988418,0.9224142780283455,42.75
1,100,ia,0.75,0.7910612260833176,1.0001482332031033,0.8421823841582275,0.9170751202984695,40.01
1,100,ia,1.0,0.78854466176256,1.0003311198715088,0.8410550516967226,0.9190276969210057,41.3
1,100,ia,5.0,0.6242369480727514,0.9999793505223467,0.8416063334880802,0.8753835474876743,50.03
1,100,ia,10.0,0.4767890834825855,1.0000399000047862,0.8431813965911928,0.8502543069557358,55.16
1,100,ia,15.0,0.43867490983913243,0.9999535311777408,0.8652466535498737,0.8494388675487646,64.36
1,100,ia,20.0,0.4027951481142984,0.999920679846968,0.8637169070118645,0.8232147347400578,75.63
1,500,ia,0.0,0.9212031566414011,0.9996022195091375,0.8454728170448905,0.9176463482981393,108.4
